"ID","Group","times","rats","time","stdbprs","stdrats"
"7","1","WD36",274,36,-0.858362644038833,-0.858362644038833
"8","1","WD36",265,36,-0.926727810378209,-0.926727810378209
"9","2","WD36",443,36,0.425383257222784,0.425383257222784
"10","2","WD36",460,36,0.554517460308272,0.554517460308272
"11","2","WD36",455,36,0.516536812341952,0.516536812341952
"12","2","WD36",597,36,1.59518721458544,1.59518721458544
"13","3","WD36",493,36,0.805189736885984,0.805189736885984
"14","3","WD36",540,36,1.16220782776939,1.16220782776939
"15","3","WD36",546,36,1.20778460532898,1.20778460532898
"16","3","WD36",538,36,1.14701556858286,1.14701556858286
"1","1","WD43",266,43,-0.937583934610528,-0.937583934610528
"2","1","WD43",243,43,-1.11728752207755,-1.11728752207755
"3","1","WD43",267,43,-0.929770735155441,-0.929770735155441
"4","1","WD43",270,43,-0.906331136790178,-0.906331136790178
"5","1","WD43",274,43,-0.875078338969827,-0.875078338969827
"6","1","WD43",278,43,-0.843825541149476,-0.843825541149476
"7","1","WD43",276,43,-0.859451940059651,-0.859451940059651
"8","1","WD43",265,43,-0.945397134065616,-0.945397134065616
"9","2","WD43",442,43,0.437539169484913,0.437539169484913
"10","2","WD43",458,43,0.562550360766317,0.562550360766317
"11","2","WD43",451,43,0.507857964580703,0.507857964580703
"12","2","WD43",595,43,1.63295868611334,1.63295868611334
"13","3","WD43",493,43,0.836012341694388,0.836012341694388
"14","3","WD43",525,43,1.0860347242572,1.0860347242572
"15","3","WD43",538,43,1.18760631717334,1.18760631717334
"16","3","WD43",535,43,1.16416671880807,1.16416671880807
"1","1","WD44",266,44,-0.938323256233892,-0.938323256233892
"2","1","WD44",244,44,-1.10709678009405,-1.10709678009405
"3","1","WD44",267,44,-0.930651732422067,-0.930651732422067
"4","1","WD44",272,44,-0.89229411336294,-0.89229411336294
"5","1","WD44",273,44,-0.884622589551114,-0.884622589551114
"6","1","WD44",278,44,-0.846264970491987,-0.846264970491987
"7","1","WD44",271,44,-0.899965637174765,-0.899965637174765
"8","1","WD44",267,44,-0.930651732422067,-0.930651732422067
"9","2","WD44",446,44,0.442551029894677,0.442551029894677
"10","2","WD44",464,44,0.580638458507534,0.580638458507534
"11","2","WD44",450,44,0.473237125141978,0.473237125141978
"12","2","WD44",595,44,1.58560807785666,1.58560807785666
"13","3","WD44",504,44,0.887499410980549,0.887499410980549
"14","3","WD44",530,44,1.08695903008801,1.08695903008801
"15","3","WD44",544,44,1.19436036345356,1.19436036345356
"16","3","WD44",542,44,1.17901731582991,1.17901731582991
"1","1","WD50",265,50,-0.961514286078491,-0.961514286078491
"2","1","WD50",238,50,-1.16179112869465,-1.16179112869465
"3","1","WD50",264,50,-0.968931946916126,-0.968931946916126
"4","1","WD50",274,50,-0.894755338539772,-0.894755338539772
"5","1","WD50",276,50,-0.879920016864501,-0.879920016864501
"6","1","WD50",284,50,-0.820578730163418,-0.820578730163418
"7","1","WD50",282,50,-0.835414051838689,-0.835414051838689
"8","1","WD50",273,50,-0.902172999377407,-0.902172999377407
"9","2","WD50",456,50,0.455258933909874,0.455258933909874
"10","2","WD50",475,50,0.596194489824947,0.596194489824947
"11","2","WD50",462,50,0.499764898935686,0.499764898935686
"12","2","WD50",612,50,1.612414024581,1.612414024581
"13","3","WD50",507,50,0.83355963662928,0.83355963662928
"14","3","WD50",543,50,1.10059542678415,1.10059542678415
"15","3","WD50",553,50,1.17477203516051,1.17477203516051
"16","3","WD50",550,50,1.1525190526476,1.1525190526476
"1","1","WD57",272,57,-0.929239653048066,-0.929239653048066
"2","1","WD57",247,57,-1.11270256579201,-1.11270256579201
"3","1","WD57",268,57,-0.958593719087096,-0.958593719087096
"4","1","WD57",273,57,-0.921901136538308,-0.921901136538308
"5","1","WD57",278,57,-0.88520855398952,-0.88520855398952
"6","1","WD57",279,57,-0.877870037479762,-0.877870037479762
"7","1","WD57",281,57,-0.863193004460246,-0.863193004460246
"8","1","WD57",274,57,-0.91456262002855,-0.91456262002855
"9","2","WD57",468,57,0.509109582864439,0.509109582864439
"10","2","WD57",484,57,0.626525847020561,0.626525847020561
"11","2","WD57",466,57,0.494432549844923,0.494432549844923
"12","2","WD57",618,57,1.60988705932809,1.60988705932809
"13","3","WD57",518,57,0.876035408352322,0.876035408352322
"14","3","WD57",544,57,1.06683683760602,1.06683683760602
"15","3","WD57",555,57,1.14756051921336,1.14756051921336
"16","3","WD57",553,57,1.13288348619384,1.13288348619384
"1","1","WD64",278,64,-0.903260540118854,-0.903260540118854
"2","1","WD64",245,64,-1.13971148963931,-1.13971148963931
"3","1","WD64",269,64,-0.967747162715342,-0.967747162715342
"4","1","WD64",275,64,-0.92475608098435,-0.92475608098435
"5","1","WD64",280,64,-0.888930179541857,-0.888930179541857
"6","1","WD64",281,64,-0.881764999253358,-0.881764999253358
"7","1","WD64",284,64,-0.860269458387863,-0.860269458387863
"8","1","WD64",278,64,-0.903260540118854,-0.903260540118854
"9","2","WD64",478,64,0.529775517580865,0.529775517580865
"10","2","WD64",496,64,0.65874876277384,0.65874876277384
"11","2","WD64",472,64,0.486784435849873,0.486784435849873
"12","2","WD64",628,64,1.60455256085565,1.60455256085565
"13","3","WD64",525,64,0.866538991140299,0.866538991140299
"14","3","WD64",559,64,1.11015512094925,1.11015512094925
"15","3","WD64",548,64,1.03133813777577,1.03133813777577
"16","3","WD64",569,64,1.18180692383424,1.18180692383424
